CIGAF_ID,Site.Name,Site.Description,Niche.Category,Aquatic.Niche,Species,Latitude,Longitude,Citation.Number,Year.Collected,Month.Collected,Letter.Month,Day.Collected,Country,ISO.code,Complete_date,Date,Simp_date,Hemisphere,Year.of.Publication,DOI,Citation,Province,Strain.Number,Full.Month,Host.common.name,Host_family,Host.species,N,Note,name,phylum,class,order,family,genus,min_temp,max_temp,ave_temp,prec_avg,Eco_name,Biome_name,Realm
1728,FR-Ar-13,"Midi-Pyrenees, Dept. of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, le Tech Stream, subsidiary of Ossesse River Elevation: 954 m, Temp: 7.9 C",Lotic,stream,Legeriosimilis cebennensis,42.76134722,1.257911111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,"FR-Ar-13-3, Ar-13-9,",March,Mayflies,Heptageniidae,NA,NA,NA,7473096,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriosimilis,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1729,Fr-Ar-14,"Midi-Pyrenees, Dept of Ariege. Les Vallees d'Ustou. Le Train d'Ustou, Alet River Elevation: 680 m, Temp: 8.3 C",Lotic,river,Legeriosimilis cebennensis,42.81233056,1.256947222,100,2013,3,Mar,25,France,FRA,25-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,"Fr-Ar-14-1, Ar-14-4",March,Mayflies,Heptageniidae,NA,NA,NA,7473096,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriosimilis,0.521704853,9.317694664,4.919699758,183.8705292,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1730,Fr-Ar-15,"Midi-Pyrenees, Dept of Ariege. Alous-les-Bains, Garbet River Elevation: 756 m, Temp: 8 C",Lotic,river,Legeriosimilis cebennensis,42.78867222,1.339330556,100,2013,3,Mar,26,France,FRA,26-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,Fr-Ar-15-2,March,Mayflies,Heptageniidae,NA,NA,NA,7473096,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriosimilis,-1.595454812,6.162250042,2.283397615,202.8726807,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1731,Fr-Ar-16,"Midi-Pyrenees, Dept of Ariege. Stillon, Ruisseau des Cors Stream Elevation: 885 m, Temp: 7.6 C",Lotic,stream,Legeriosimilis cebennensis,42.76897222,1.284736111,100,NA,NA,NA,NA,France,FRA,NA,NA,NA,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,"Fr-Ar-16-2, Ar-16-3",NA,Mayflies,Heptageniidae,NA,NA,NA,7473096,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriosimilis,NA,NA,NA,NA,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1732,Fr-Ar-6,"Midi-Pyrenees, Dept of Ariege. Seix, Saburdac, Alet River Elevation: 610 m, Temp: 14.3 C",Lotic,river,Orphella catalaunica,42.83360278,1.208111111,100,2012,7,Jul,27,France,FRA,27-7-2012,01-7-2012,2012-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,July,Stoneflies,Leuctridae,NA,NA,NA,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,12.57856274,23.96728897,18.27292585,58.77438354,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1733,Fr-Ar-12,"Midi-Pyrenees, Dept of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, Ossesse River Elevation: 956 m, Temp: 8 C",Lotic,river,Orphella catalaunica,42.76103889,1.258036111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Stoneflies,Leuctridae,NA,NA,NA,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1734,Fr-Ar-13,"Midi-Pyrenees, Dept. of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, le Tech Stream, subsidiary of Ossesse River Elevation: 954 m, Temp: 7.9 C",Lotic,stream,Orphella catalaunica,42.76134722,1.257911111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Stoneflies,Leuctridae,NA,NA,NA,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1735,Fr-Ar-14,"Midi-Pyrenees, Dept of Ariege. Les Vallees d'Ustou. Le Train d'Ustou, Alet River Elevation: 680 m, Temp: 8.3 C",Lotic,river,Orphella catalaunica,42.81233056,1.256947222,100,2013,3,Mar,25,France,FRA,25-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Stoneflies,Leuctridae,NA,NA,NA,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,0.521704853,9.317694664,4.919699758,183.8705292,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1736,FR-Cv-5,"Languedoc-Roussillon. Cevennes National Park. Dept of Gard. Saint Sauveur Camprieu. Le Trevezel River Elevation: 1128m, Temp: 5 C",Lotic,river,Orphella coronata,44.10531944,3.489366667,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Stoneflies,Nemouridae,NA,NA,NA,2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,0.418249965,6.367914677,3.393082321,64.31505585,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1737,Fr-Cv-6,"Languedoc-Roussillon. Cevennes National Park. Dept of Lozere. Mont Aigoual, face SE, subsidiary of L'Herault River  Elevation: 1360m, Temp: 5 C",Lotic,river,Orphella coronata,44.11147222,3.547041667,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Stoneflies,Nemouridae,NA,NA,NA,2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,0.558027864,6.153701782,3.355864823,71.23948669,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1738,Fr-Cv-7,"Languedoc-Roussillon. Cevennes National Park. Dept of Gard. Valleraugue, Mas Mejean. Bouissoune Stream Elevation: 475m, Temp: 8 C",Lotic,stream,Orphella coronata,44.08855556,3.592763889,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Stoneflies,Nemouridae,NA,NA,NA,2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,1.889916658,7.958595276,4.924255967,52.40290833,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1739,Fr-Ar-13,"Midi-Pyrenees, Dept. of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, le Tech Stream, subsidiary of Ossesse River Elevation: 954 m, Temp: 7.9 C",Lotic,stream,Orphella coronata,42.76134722,1.257911111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Stoneflies,Nemouridae,NA,NA,NA,2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1740,Fr-Pyr-3," Languedoc-Roussillon. Dept Oriental Pyrenees. Pyrenees 2000, Super Bolquere. Bolquere Stream  Elevation: 1763m, Temp: 12 C",Lotic,stream,Orphella helicospora,42.51859444,2.064741667,100,2010,8,Aug,18,France,FRA,18-8-2010,01-8-2010,2010-Aug,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,August,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,9.001299858,20.86341286,14.93235636,47.20287323,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1741,Fr-Cv-5,"Languedoc-Roussillon. Cevennes National Park. Dept of Gard. Saint Sauveur Camprieu. Le Trevezel River Elevation: 1128m, Temp: 5 C",Lotic,river,Orphella helicospora,44.10531944,3.489366667,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,0.418249965,6.367914677,3.393082321,64.31505585,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1742,Fr-Cv-7,"Languedoc-Roussillon. Cevennes National Park. Dept of Gard. Valleraugue, Mas Mejean. Bouissoune Stream Elevation: 475m, Temp: 8 C",Lotic,stream,Orphella helicospora,44.08855556,3.592763889,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,1.889916658,7.958595276,4.924255967,52.40290833,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1743,Fr-Cv-13,"Languedoc-Roussillon. Cevennes. Dept of Lozere. Le Pont-de-Montverd, Pont des Gravieres, la Borusse Stream, subsidiary of Le Tarn River  Elevation: 740m, Temp: 11 C",Lotic,stream,Orphella helicospora,44.36485833,3.684138889,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,3.141597271,11.3041563,7.222876787,117.8463516,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1744,Fr-Ar-4,NA,NA,NA,Orphella helicospora,42.88441667,1.358111111,100,2012,7,Jul,26,France,FRA,26-7-2012,01-7-2012,2012-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,July,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,12.2490778,23.4181633,17.83362055,60.44507599,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1745,Fr-Ar-6,NA,NA,NA,Orphella helicospora,42.89937778,1.308369444,100,2012,7,Jul,27,France,FRA,27-7-2012,01-7-2012,2012-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,July,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,12.45741367,23.64731979,18.05236673,60.14495087,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1746,Fr-Ar-13,"Midi-Pyrenees, Dept. of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, le Tech Stream, subsidiary of Ossesse River Elevation: 954 m, Temp: 7.9 C",Lotic,river,Orphella helicospora,42.76134722,1.257911111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1747,Fr-Ar-14,"Midi-Pyrenees, Dept of Ariege. Les Vallees d'Ustou. Le Train d'Ustou, Alet River Elevation: 680 m, Temp: 8.3 C",Lotic,river,Orphella helicospora,42.81233056,1.256947222,100,2013,3,Mar,25,France,FRA,25-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Stoneflies,Leuctridae,NA,NA,NA,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,0.521704853,9.317694664,4.919699758,183.8705292,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1748,FR-Pyr-1,"Languedoc-Roussillon. Dept Oriental Pyrenees. Cerdagne. Railleu. Col du Creu. Railleu River  Elevation: 1448m, Temp: 9 C",Lotic,river,Simuliomyces microsporus,42.58882778,2.171994444,100,2010,8,Aug,17,France,FRA,17-8-2010,01-8-2010,2010-Aug,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,August,Blackflies,Simuliidae,NA,NA,NA,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,9.524147034,21.29628181,15.41021442,48.5866394,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1749,Fr-Cv-1,"Languedoc-Roussillon. Cevennes National Park, Department of Gard. Campou de la Dourbie, SE of Treves. Le Trevezel River Elevation: 571m, Temp: 9 C",Lotic,river,Simuliomyces microsporus,44.07561111,3.390305556,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Blackflies,Simuliidae,NA,NA,NA,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,1.975138903,8.697909355,5.336524129,38.12102509,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1750,Fr-Cv-9,"Languedoc-Roussillon. Cevennes. Dept Lozere. Saint Pierre des Tripiers, 300 m SW of Les Douzes. La Jonte River  Elevation: 480m, Temp: 8.5 C",Lotic,river,Simuliomyces microsporus,44.20558333,3.291338889,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Blackflies,Simuliidae,NA,NA,NA,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,3.704458237,11.89677715,7.800617695,88.56129456,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1751,Fr-Ar-3,"Midi-Pyrenees, Dept of Ariege. Montjo`i de Coserans, le Baup Stream Elevation: 462 m, Temp: 15.5 C",Lotic,stream,Simuliomyces microsporus,42.99421944,1.177744444,100,2012,7,Jul,26,France,FRA,26-7-2012,01-7-2012,2012-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,July,Blackflies,Simuliidae,NA,NA,NA,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,13.41193676,25.11993408,19.26593542,54.56453323,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1752,Fr-Ar-13,"Midi-Pyrenees, Dept. of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, le Tech Stream, subsidiary of Ossesse River Elevation: 954 m, Temp: 7.9 C",Lotic,stream,Simuliomyces microsporus,42.76134722,1.257911111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Blackflies,Simuliidae,NA,NA,NA,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1753,Fr-Cv-6,"Languedoc-Roussillon. Cevennes National Park. Dept of Lozere. Mont Aigoual, face SE, subsidiary of L'Herault River  Elevation: 1360m, Temp: 5 C",Lotic,river,Smittium culicis,44.11147222,3.547041667,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Nonbiting midges ,Chironomidae,NA,NA,NA,NA,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,0.558027864,6.153701782,3.355864823,71.23948669,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1754,Fr-Ar-1,"Midi-Pyrenees, Dept of Ariege. Castet d'Aleu, River Arac  Elevation: 512m, Temp: 15 C",Lotic,river,Smittium hecatei,42.91088333,1.252366667,100,2012,7,Jul,22,France,FRA,22-7-2012,01-7-2012,2012-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,July,Nonbiting midges ,Chironomidae,NA,NA,NA,2557988,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,12.52574921,23.78047752,18.15311337,59.84482193,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1755,FR-Ar-16,"Midi-Pyrenees, Dept of Ariege. Stillon, Ruisseau des Cors Stream Elevation: 885 m, Temp: 7.6 C",Lotic,stream,Smittium manierei,42.76897222,1.284736111,100,2013,3,Mar,28,France,FRA,28-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,"Fr-Ar-16-6,7 ",March,Nonbiting midges ,Chironomidae,Orthocladiinae sp.,NA,NA,NA,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1756,Fr-Cv-9,"Languedoc-Roussillon. Cevennes. Dept Lozere. Saint Pierre des Tripiers, 300 m SW of Les Douzes. La Jonte River  Elevation: 480m, Temp: 8.5 C",Lotic,river,Smittium pseudodimorphum,44.20558333,3.291338889,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Nonbiting midges ,Chironomidae,NA,NA,NA,2558038,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,3.704458237,11.89677715,7.800617695,88.56129456,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1757,Fr-Pyr-1,"Languedoc-Roussillon. Dept Oriental Pyrenees. Cerdagne. Railleu. Col du Creu. Railleu River  Elevation: 1448m, Temp: 9 C",Lotic,river,Smittium simulii,42.58882778,2.171994444,100,2010,8,Aug,17,France,FRA,17-8-2010,01-8-2010,2010-Aug,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,August,Blackflies,Simuliidae,NA,NA,NA,11082418,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,9.524147034,21.29628181,15.41021442,48.5866394,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1758,Fr-Ar-1,"Midi-Pyrenees, Dept of Ariege. Castet d'Aleu, River Arac  Elevation: 512m, Temp: 15 C",Lotic,river,Stachylina euthena,42.91088333,1.252366667,100,2012,7,Jul,22,France,FRA,22-7-2012,01-7-2012,2012-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,July,Nonbiting midges ,Chironomidae,NA,NA,NA,2557945,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,12.52574921,23.78047752,18.15311337,59.84482193,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1759,Fr-Ar-13,"Midi-Pyrenees, Dept. of Ariege. Les Vallees d'Ustou. Stillon, Vallee d'Ossesse, le Tech Stream, subsidiary of Ossesse River Elevation: 954 m, Temp: 7.9 C",Lotic,stream,Stachylina pedifer,42.76134722,1.257911111,100,2013,3,Mar,24,France,FRA,24-3-2013,01-3-2013,2013-Mar,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,March,Nonbiting midges ,Chironomidae,NA,NA,NA,2557955,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,-0.279024303,8.114139557,3.917557627,189.9033203,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1760,Fr-Cv-10,"Languedoc-Roussillon. Cevennes National Park. Dept of Lozere. Mayrueis, Salvinsac, camping Le cascade. La Jonte River  Elevation: 745m, Temp: 9 C",Lotic,river,Stachylina penetralis,44.19559167,3.456086111,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Nonbiting midges ,Chironomidae,NA,NA,NA,2557943,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,3.060124874,11.69566631,7.377895594,104.8257141,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1761,Fr-Pyr-1,"Languedoc-Roussillon. Dept Oriental Pyrenees. Cerdagne. Railleu. Col du Creu. Railleu River  Elevation: 1448m, Temp: 9 C",Lotic,river,Stypomyces vigilans,42.58882778,2.171994444,100,2010,8,Aug,17,France,FRA,17-8-2010,01-8-2010,2010-Aug,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,August,Blackflies,Simuliidae,NA,NA,"Recorded as Stipella, changes to accepted genus, Stypomyces.",7757203,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Stypomyces,9.524147034,21.29628181,15.41021442,48.5866394,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1762,Fr-Cv-1,"Languedoc-Roussillon. Cevennes National Park, Department of Gard. Campou de la Dourbie, SE of Treves. Le Trevezel River Elevation: 571m, Temp: 9 C",Lotic,river,Tectimyces leptophlebiidarum,44.07561111,3.390305556,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,1.975138903,8.697909355,5.336524129,38.12102509,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1763,Fr-Cv-2,"Languedoc-Roussillon. Cevennes National Park, Dept of Gard. Villemagne. Le Trevezel, gorges. Le Trevezel River  Elevation: 690m, Temp: 7 C",Lotic,river,Tectimyces leptophlebiidarum,44.10202778,3.401033333,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,1.430472255,8.318127632,4.874299943,41.68682098,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1764,Fr-Cv-3,"Languedoc-Roussillon. Cevennes National Park. Dept of Gard. Saint Sauveur Camprieu. Le Bramabiau Stream  Elevation: 848m, Temp: 7 C",Lotic,stream,Tectimyces leptophlebiidarum,44.11261944,3.440902778,100,2011,12,Dec,8,France,FRA,8-12-2011,01-12-2011,2011-Dec,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,December,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,1.094361067,7.375020981,4.234691024,51.39776611,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1765,Fr-Cv-11,"Languedoc-Roussillon. Cevennes Dept of Lozere. Fraissinet-de-Furques, Fraissinet Stream, subsidiary of Le Tarnon River  Elevation: 690m, Temp: 8.5 C",Lotic,river,Tectimyces leptophlebiidarum,44.21428056,3.538925,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,1.975597143,10.11218452,6.043890834,130.1139679,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1766,Fr-Cv-12,"Languedoc-Roussillon. Cevennes National Park. Dept of Lozere. Florac. Le Tarn River  Elevation: 615m, Temp: 14 C",Lotic,river,Tectimyces leptophlebiidarum,44.35603056,3.641091667,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,3.815680504,12.23589039,8.025785446,105.0152054,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
